id_produit,nom_produit,marque,categorie,sous_categorie,type_emballage,poids_net,volume,energie_kcal,energie_kj,lipides,acides_gras_satures,acides_gras_mono_insatures,acides_gras_poly_insatures,cholesterol,glucides,sucres,amidon,fibres_alimentaires,proteines,sel,sodium,calcium,fer,magnesium,zinc,vitamine_a,vitamine_c,vitamine_d,vitamine_b1,vitamine_b2,vitamine_b3,vitamine_b6,vitamine_b12,vitamine_e,vitamine_k,omega_3,omega_6,ingredients,additifs,allergenes,certifications,pays_origine,lieu_fabrication,instructions_conservation,mode_preparation,date_expiration,code_barres,site_internet_marque,service_client_contact
1032,Auchan - Standard spécial,Auchan,Sauces,Standard,Boîte carton,1273g,,563.0 kcal,1429.4 kJ,26.7g,,4.0g,0.2g,,43.3g,31.9g,21.3g,11.6g,,,,,3.3mg,23.3mg,4.1mg,277.2µg,6.4mg,11.7µg,0.1mg,1.2mg,7.0mg,1.8mg,3.8µg,10.8mg,,2.3g,1.2g,"Ingrédient12 (47.7%), Ingrédient33 (3.8%), Ingrédient43 (5.5%), Ingrédient20 (20.9%), Ingrédient7 (43.5%), Ingrédient8 (49.0%), Ingrédient18 (14.1%), Ingrédient49 (27.9%), Ingrédient46 (34.1%)","E211, E120",,"Commerce équitable, Kasher",Grèce,France,À conserver au congélateur à -18°C,Prêt à consommer,21/9/2025,7331141183312,www.auchan.com,contact@auchan.com
1033,Président - Quinoa spécial,Président,Céréales,Quinoa,Bouteille verre,1678g,,,2448.1 kJ,35.7g,1.5g,4.5g,1.0g,69.5mg,,28.3g,18.2g,2.9g,26.2g,0.0g,472.0mg,155.5mg,11.9mg,,3.2mg,330.5µg,33.6mg,14.1µg,1.4mg,0.6mg,17.2mg,1.2mg,2.9µg,12.8mg,38.8µg,1.9g,2.1g,"Ingrédient5 (11.3%), Ingrédient7 (9.9%), Ingrédient6 (14.0%), Ingrédient13 (43.9%), Ingrédient24 (16.3%), Ingrédient50 (46.5%), Ingrédient32 (6.8%), Ingrédient35 (46.8%), Ingrédient28 (37.4%), Ingrédient4 (16.0%), Ingrédient43 (44.0%), Ingrédient42 (23.1%), Ingrédient37 (44.8%), Ingrédient26 (11.2%)",,Œufs,"Végan, Végan",France,Italie,À conserver au congélateur à -18°C,À cuire 10 minutes à la poêle,29/7/2025,1402827372790,www.président.com,contact@président.com
1034,Thé Lidl tradition,Lidl,Boissons,Thé,Barquette sous vide,1436g,,300.5 kcal,,20.5g,,1.5g,6.2g,82.9mg,31.7g,33.6g,,8.2g,3.4g,1.1g,,,0.7mg,89.7mg,2.4mg,637.3µg,,13.6µg,,1.8mg,,0.1mg,,5.2mg,,2.5g,9.7g,"Ingrédient31 (47.4%), Ingrédient30 (20.7%), Ingrédient17 (44.5%)",E306,"Lait, Soja","Commerce équitable, Bio",Portugal,France,À conserver à température ambiante,À cuire 20 minutes au four à 180°C,10/6/2025,5584627538112,www.lidl.com,contact@lidl.com
1035,Fleury Michon - Standard spécial,Fleury Michon,Huiles,Standard,Boîte carton,1808g,,142.5 kcal,781.3 kJ,13.6g,,,9.6g,,28.0g,22.7g,18.4g,12.2g,,,18.5mg,5.7mg,0.9mg,,1.7mg,365.0µg,,11.0µg,,0.4mg,,0.1mg,1.8µg,,,2.5g,7.6g,"Ingrédient18 (23.9%), Ingrédient21 (44.3%), Ingrédient16 (39.7%), Ingrédient40 (4.2%), Ingrédient20 (23.6%), Ingrédient7 (22.5%), Ingrédient3 (19.0%), Ingrédient50 (8.8%), Ingrédient16 (45.4%), Ingrédient23 (47.1%), Ingrédient41 (39.1%), Ingrédient47 (14.4%)",E471,"Poisson, Sésame, Œufs","Label Rouge, Végan",Italie,Belgique,À conserver à température ambiante,À décongeler avant consommation,30/9/2025,7766112879228,www.fleurymichon.com,contact@fleurymichon.com
1036,Bonduelle soupe,Bonduelle,Conserves,Soupe,Boîte carton,1265g,,81.1 kcal,,17.5g,14.8g,,5.9g,72.0mg,70.6g,,6.1g,12.0g,26.7g,2.9g,983.6mg,120.5mg,4.1mg,57.1mg,,269.8µg,99.8mg,2.4µg,1.3mg,1.5mg,,1.9mg,3.3µg,8.5mg,45.5µg,2.2g,1.7g,"Ingrédient15 (4.5%), Ingrédient27 (21.9%), Ingrédient47 (20.1%), Ingrédient19 (49.7%), Ingrédient8 (8.8%), Ingrédient23 (35.2%), Ingrédient28 (6.1%), Ingrédient30 (21.5%), Ingrédient7 (11.0%), Ingrédient17 (4.9%), Ingrédient18 (42.4%), Ingrédient18 (44.5%)","E110, E110, E200, E110","Œufs, Crustacés",Halal,Grèce,Belgique,À conserver au congélateur à -18°C,À réchauffer 3 minutes au micro-ondes,28/6/2025,6608826084853,www.bonduelle.com,contact@bonduelle.com
1037,Président standard premium,Président,Pâtisseries,Standard,Bouteille verre,1788g,,229.5 kcal,918.8 kJ,,19.1g,,5.0g,49.2mg,40.5g,9.7g,16.5g,2.4g,28.4g,3.0g,783.8mg,,9.9mg,,3.0mg,104.7µg,99.0mg,5.5µg,0.0mg,1.1mg,3.8mg,0.0mg,2.8µg,6.5mg,14.1µg,1.7g,3.8g,"Ingrédient2 (28.4%), Ingrédient29 (46.9%), Ingrédient48 (25.7%), Ingrédient41 (5.2%), Ingrédient27 (30.0%), Ingrédient33 (8.4%), Ingrédient18 (12.9%), Ingrédient50 (47.5%), Ingrédient15 (8.1%), Ingrédient22 (46.2%), Ingrédient16 (25.5%), Ingrédient11 (13.7%)","E300, E330",Arachide,Commerce équitable,Pays-Bas,Portugal,À conserver au réfrigérateur entre 0°C et 4°C,À cuire 20 minutes au four à 180°C,23/10/2025,1199310699518,www.président.com,contact@président.com
1038,Le standard Cristaline,Cristaline,Épices,Standard,Barquette,809g,,118.3 kcal,,27.4g,2.7g,14.6g,7.6g,,53.8g,23.8g,14.5g,7.1g,14.7g,0.3g,934.3mg,,6.0mg,17.8mg,1.7mg,,,5.5µg,,,,0.8mg,,2.2mg,,0.2g,7.2g,"Ingrédient17 (43.3%), Ingrédient7 (31.2%), Ingrédient20 (41.3%), Ingrédient32 (48.1%), Ingrédient14 (12.6%), Ingrédient18 (40.7%), Ingrédient7 (37.8%), Ingrédient4 (47.5%), Ingrédient42 (4.7%), Ingrédient35 (15.5%), Ingrédient46 (9.9%), Ingrédient15 (11.2%), Ingrédient40 (7.9%)",E440,"Lupin, Lait",AOP,Grèce,Portugal,À conserver dans un endroit frais et sec,Prêt à consommer,1/9/2025,5027715722606,www.cristaline.com,contact@cristaline.com
1039,Knorr - Standard spécial,Knorr,Fromages,Standard,Barquette,59g,,253.6 kcal,590.2 kJ,9.7g,10.1g,13.9g,8.7g,61.7mg,,,,12.5g,3.5g,1.7g,461.1mg,467.5mg,1.0mg,,3.0mg,776.2µg,4.7mg,3.4µg,0.7mg,0.5mg,,1.5mg,1.0µg,4.5mg,62.9µg,1.0g,8.2g,"Ingrédient20 (11.0%), Ingrédient12 (13.8%), Ingrédient36 (32.3%), Ingrédient38 (43.2%), Ingrédient28 (32.5%), Ingrédient25 (33.4%), Ingrédient27 (19.5%), Ingrédient24 (16.4%), Ingrédient21 (9.0%)",,Céleri,Label Rouge,Pays-Bas,Grèce,À conserver à température ambiante,À diluer dans de l'eau,18/11/2025,9288294000456,www.knorr.com,contact@knorr.com
1040,Evian pomme premium,Evian,Fruits,Pomme,Film plastique,,,270.3 kcal,791.5 kJ,38.1g,2.0g,10.8g,1.3g,,26.0g,38.1g,18.5g,8.5g,19.2g,1.1g,704.8mg,386.3mg,8.3mg,8.8mg,3.3mg,13.5µg,91.1mg,7.4µg,1.1mg,1.0mg,,0.9mg,4.6µg,2.9mg,74.5µg,2.8g,10.0g,"Ingrédient9 (20.2%), Ingrédient18 (5.6%), Ingrédient27 (12.2%), Ingrédient24 (17.0%), Ingrédient26 (1.4%), Ingrédient17 (44.4%), Ingrédient9 (34.8%), Ingrédient19 (9.5%), Ingrédient43 (18.1%), Ingrédient39 (45.7%), Ingrédient9 (26.0%), Ingrédient28 (26.8%), Ingrédient36 (45.8%)","E440, E415, E110",Sésame,Label Rouge,Pays-Bas,Allemagne,À conserver au congélateur à -18°C,Prêt à consommer,20/7/2025,4647605607465,www.evian.com,contact@evian.com
1041,Cristaline standard,Cristaline,Confiseries,Standard,Film plastique,,4.8L,,1337.0 kJ,9.3g,,4.7g,,53.5mg,70.3g,13.8g,19.4g,10.0g,,,958.1mg,396.0mg,9.3mg,75.7mg,2.0mg,368.9µg,25.3mg,10.9µg,0.5mg,0.8mg,15.0mg,1.5mg,,,70.5µg,,8.4g,"Ingrédient1 (44.7%), Ingrédient22 (46.4%), Ingrédient30 (46.9%), Ingrédient48 (45.3%), Ingrédient6 (2.7%)","E102, E471, E101, E300, E102",,,Belgique,Pays-Bas,À conserver au réfrigérateur entre 0°C et 4°C,À décongeler avant consommation,29/12/2025,4104059522512,www.cristaline.com,contact@cristaline.com
1042,Président standard premium,Président,Huiles,Standard,Bouteille plastique,270g,,,,9.3g,,2.9g,9.0g,30.7mg,35.8g,23.4g,,5.9g,26.9g,0.5g,373.9mg,228.7mg,1.3mg,50.9mg,3.7mg,856.8µg,0.9mg,13.8µg,1.0mg,,4.7mg,1.5mg,4.4µg,12.2mg,34.8µg,1.2g,8.3g,"Ingrédient41 (3.9%), Ingrédient47 (49.6%), Ingrédient12 (36.1%), Ingrédient41 (15.1%), Ingrédient33 (15.7%), Ingrédient40 (32.9%), Ingrédient4 (28.7%), Ingrédient48 (4.3%), Ingrédient32 (20.2%), Ingrédient46 (28.8%), Ingrédient40 (37.0%), Ingrédient31 (19.9%)","E104, E101, E500, E500, E160",Œufs,Sans gluten,France,Italie,À conserver à température ambiante,À cuire 20 minutes au four à 180°C,23/8/2025,5664580583153,www.président.com,contact@président.com
1043,Auchan standard,Auchan,Pâtisseries,Standard,Boîte carton,1066g,,,,31.7g,0.4g,,2.3g,23.4mg,46.9g,29.5g,,4.5g,10.5g,4.9g,675.9mg,224.4mg,6.9mg,36.5mg,,,30.8mg,13.7µg,0.2mg,0.4mg,,,4.4µg,2.9mg,43.6µg,,4.0g,"Ingrédient17 (27.1%), Ingrédient22 (14.3%), Ingrédient15 (8.3%)",,Lupin,,Belgique,Grèce,À conserver au congélateur à -18°C,À réchauffer 3 minutes au micro-ondes,4/8/2025,2899938933483,www.auchan.com,contact@auchan.com
1044,Barilla - Barres spécial,Barilla,Snacks,Barres,Bouteille verre,1726g,,288.8 kcal,1904.5 kJ,6.4g,19.1g,11.6g,8.3g,51.5mg,,29.9g,1.3g,12.0g,5.6g,2.6g,77.9mg,484.4mg,3.8mg,13.1mg,4.8mg,833.3µg,,10.8µg,0.9mg,1.5mg,10.7mg,0.4mg,1.4µg,,,,8.3g,"Ingrédient49 (45.5%), Ingrédient43 (25.3%), Ingrédient25 (20.3%), Ingrédient36 (23.2%), Ingrédient43 (33.6%), Ingrédient14 (14.4%)",E415,"Fruits à coque, Gluten, Moutarde",Commerce équitable,Espagne,Italie,À conserver à l'abri de la lumière et de l'humidité,À cuire 10 minutes à la poêle,23/7/2025,5984316118654,www.barilla.com,contact@barilla.com
1045,Maggi - Yaourt spécial,Maggi,Produits laitiers,Yaourt,Bouteille verre,912g,,342.6 kcal,,3.0g,10.0g,12.1g,1.9g,55.7mg,14.4g,29.8g,,5.8g,,2.9g,654.2mg,,14.3mg,17.6mg,,,5.7mg,,,,,1.9mg,3.8µg,0.4mg,16.9µg,0.7g,9.0g,"Ingrédient31 (15.5%), Ingrédient7 (14.6%), Ingrédient14 (45.4%), Ingrédient29 (34.6%)","E330, E200","Sésame, Arachide","AB, Label Rouge",Espagne,Pays-Bas,À conserver à température ambiante,À cuire 20 minutes au four à 180°C,27/5/2025,2478690875862,www.maggi.com,contact@maggi.com
1046,Cristaline - Standard spécial,Cristaline,Riz,Standard,Bouteille plastique,719g,,254.3 kcal,,22.9g,11.9g,5.2g,9.3g,54.2mg,57.4g,35.2g,,10.9g,20.0g,0.4g,328.1mg,244.1mg,,59.5mg,3.7mg,808.2µg,63.5mg,13.2µg,0.2mg,1.9mg,15.8mg,1.3mg,0.2µg,2.4mg,5.5µg,0.1g,4.2g,"Ingrédient4 (33.6%), Ingrédient21 (35.8%), Ingrédient8 (22.0%), Ingrédient16 (39.5%), Ingrédient46 (34.1%), Ingrédient38 (21.7%), Ingrédient18 (21.6%), Ingrédient42 (36.4%), Ingrédient5 (12.3%), Ingrédient45 (11.2%), Ingrédient1 (15.4%), Ingrédient20 (4.3%), Ingrédient37 (28.6%), Ingrédient12 (3.7%)","E211, E300",,Kasher,Belgique,Espagne,À conserver à température ambiante,Prêt à consommer,23/1/2025,3746911473845,www.cristaline.com,contact@cristaline.com
1047,Panzani carotte,Panzani,Légumes,Carotte,Barquette,595g,,,2223.4 kJ,4.3g,19.7g,12.2g,9.2g,4.4mg,54.0g,27.8g,11.1g,7.7g,0.3g,,345.3mg,,13.0mg,0.8mg,4.1mg,664.7µg,8.2mg,12.0µg,0.8mg,1.0mg,,1.0mg,1.9µg,11.7mg,21.4µg,2.4g,6.9g,"Ingrédient44 (10.9%), Ingrédient37 (8.2%), Ingrédient13 (24.3%), Ingrédient30 (22.2%)","E330, E471, E202","Fruits à coque, Gluten, Lait","Halal, Commerce équitable",Italie,France,À conserver dans un endroit frais et sec,À réchauffer 3 minutes au micro-ondes,19/2/2025,8804313754705,www.panzani.com,contact@panzani.com
1048,Le agneau Fleury Michon,Fleury Michon,Viandes,Agneau,Bouteille verre,805g,,200.9 kcal,1328.9 kJ,25.2g,6.2g,13.4g,2.9g,93.0mg,14.8g,22.8g,,,,,600.8mg,,10.8mg,66.0mg,4.7mg,351.4µg,52.4mg,,1.6mg,0.3mg,,0.4mg,1.5µg,,,0.3g,9.6g,"Ingrédient2 (29.0%), Ingrédient23 (24.9%), Ingrédient29 (5.7%), Ingrédient33 (40.5%), Ingrédient33 (35.0%), Ingrédient19 (37.1%), Ingrédient12 (37.5%)",,,AB,Espagne,Suisse,À conserver à l'abri de la lumière et de l'humidité,À décongeler avant consommation,25/1/2025,5028550531507,www.fleurymichon.com,contact@fleurymichon.com
1049,Carrefour tomate premium,Carrefour,Légumes,Tomate,Boîte métallique,,5.0L,495.5 kcal,658.7 kJ,11.2g,3.7g,11.6g,3.4g,92.5mg,,20.7g,19.6g,14.4g,28.9g,1.5g,441.2mg,143.0mg,13.9mg,76.6mg,0.3mg,71.4µg,,13.7µg,0.6mg,0.2mg,6.2mg,1.2mg,,11.5mg,67.6µg,1.0g,3.6g,"Ingrédient38 (26.4%), Ingrédient45 (5.8%), Ingrédient27 (18.8%), Ingrédient15 (39.4%), Ingrédient11 (41.3%), Ingrédient14 (34.3%), Ingrédient11 (49.8%)","E102, E101",,"Bio, Halal",Espagne,Portugal,À conserver au congélateur à -18°C,À cuire 20 minutes au four à 180°C,11/5/2025,7783340655793,www.carrefour.com,contact@carrefour.com
1050,Knorr standard,Knorr,Pâtes,Standard,Barquette sous vide,895g,,264.2 kcal,2443.4 kJ,,1.1g,3.9g,6.3g,,,21.7g,3.5g,1.8g,,,295.7mg,216.7mg,,,4.6mg,757.7µg,7.4mg,13.1µg,,0.0mg,14.5mg,1.3mg,1.4µg,5.1mg,,,0.5g,"Ingrédient25 (37.0%), Ingrédient7 (6.6%), Ingrédient14 (14.1%), Ingrédient19 (44.6%), Ingrédient29 (49.6%)",E440,Crustacés,,France,Grèce,À conserver au réfrigérateur entre 0°C et 4°C,Cuire à l'eau bouillante pendant 10 minutes,11/7/2025,4675772224465,www.knorr.com,contact@knorr.com
1051,Président - Standard spécial,Président,Épices,Standard,Conserve,,,161.4 kcal,454.5 kJ,7.0g,3.1g,,5.0g,85.3mg,,21.1g,14.2g,0.1g,18.4g,4.3g,510.7mg,6.4mg,12.2mg,99.7mg,,81.1µg,3.0mg,7.4µg,1.4mg,0.7mg,17.2mg,1.9mg,2.7µg,1.0mg,14.8µg,0.1g,,"Ingrédient2 (49.2%), Ingrédient40 (22.5%), Ingrédient2 (30.7%), Ingrédient42 (40.2%), Ingrédient37 (49.5%), Ingrédient35 (48.0%), Ingrédient47 (5.1%), Ingrédient3 (29.1%), Ingrédient44 (22.8%), Ingrédient29 (3.0%), Ingrédient17 (14.2%), Ingrédient39 (39.6%), Ingrédient46 (6.0%), Ingrédient3 (11.0%), Ingrédient16 (8.7%)",E100,,,Espagne,Allemagne,À conserver à l'abri de la lumière et de l'humidité,À décongeler avant consommation,16/5/2025,2942453554925,www.président.com,contact@président.com
1052,Le standard Barilla,Barilla,Pâtes,Standard,Bouteille verre,1158g,,340.9 kcal,2134.8 kJ,11.1g,17.0g,13.3g,,2.6mg,58.7g,,21.4g,9.3g,,1.9g,196.9mg,,10.0mg,72.0mg,2.7mg,123.7µg,52.0mg,6.7µg,0.2mg,1.6mg,,0.3mg,4.0µg,,58.2µg,0.5g,4.1g,"Ingrédient7 (48.6%), Ingrédient7 (12.4%), Ingrédient42 (35.2%), Ingrédient23 (20.5%), Ingrédient30 (38.8%), Ingrédient44 (4.8%), Ingrédient11 (18.6%), Ingrédient19 (49.1%), Ingrédient14 (39.0%), Ingrédient45 (6.3%), Ingrédient43 (12.5%), Ingrédient27 (31.7%)","E415, E200, E440, E211","Lupin, Œufs",,Grèce,Pays-Bas,À conserver au réfrigérateur entre 0°C et 4°C,À décongeler avant consommation,16/7/2025,8065570047313,www.barilla.com,contact@barilla.com
1053,Maggi standard,Maggi,Soupes,Standard,Pot en verre,117g,,298.7 kcal,1343.8 kJ,11.2g,11.5g,2.3g,6.6g,53.3mg,,,4.9g,,29.8g,1.4g,,295.6mg,12.1mg,36.9mg,,517.3µg,97.2mg,11.4µg,,1.4mg,19.9mg,1.0mg,2.6µg,10.4mg,44.7µg,1.8g,7.4g,"Ingrédient29 (27.7%), Ingrédient18 (23.3%), Ingrédient4 (5.6%), Ingrédient38 (41.8%), Ingrédient7 (43.2%), Ingrédient24 (6.1%), Ingrédient16 (47.6%), Ingrédient49 (27.1%), Ingrédient28 (43.7%), Ingrédient32 (20.9%), Ingrédient15 (33.2%), Ingrédient12 (11.7%), Ingrédient13 (24.4%), Ingrédient15 (12.4%)","E440, E211, E200, E202, E150","Crustacés, Œufs","AB, AOP",Allemagne,Pays-Bas,À conserver à température ambiante,À réchauffer 3 minutes au micro-ondes,24/3/2025,2059770205213,www.maggi.com,contact@maggi.com
1054,Le glaces Fleury Michon,Fleury Michon,Surgelés,Glaces,Bouteille plastique,,,97.7 kcal,1490.4 kJ,9.6g,1.8g,2.4g,7.3g,,,,16.6g,3.3g,,0.1g,311.2mg,125.4mg,10.7mg,,,141.0µg,2.2mg,,1.7mg,1.9mg,,0.3mg,2.9µg,4.7mg,10.8µg,0.6g,6.7g,"Ingrédient47 (7.6%), Ingrédient49 (5.5%), Ingrédient33 (46.4%), Ingrédient32 (37.7%), Ingrédient1 (5.5%), Ingrédient12 (16.0%), Ingrédient45 (16.6%), Ingrédient37 (8.5%), Ingrédient2 (4.6%)","E471, E104, E150",,IGP,France,Allemagne,À conserver dans un endroit frais et sec,À cuire 20 minutes au four à 180°C,22/5/2025,4843904781581,www.fleurymichon.com,contact@fleurymichon.com
1055,Coca-Cola - Blé spécial,Coca-Cola,Céréales,Blé,Film plastique,1278g,,,,29.8g,0.6g,14.0g,7.3g,46.4mg,51.6g,9.4g,12.5g,10.8g,9.1g,4.4g,319.3mg,456.4mg,,42.5mg,1.9mg,455.5µg,31.7mg,9.3µg,2.0mg,0.6mg,18.1mg,,3.1µg,4.0mg,58.1µg,0.6g,0.3g,"Ingrédient10 (12.0%), Ingrédient11 (41.4%), Ingrédient2 (24.2%), Ingrédient9 (3.7%), Ingrédient43 (33.0%), Ingrédient8 (37.6%)","E101, E440, E500, E160","Lait, Céleri, Lait",Commerce équitable,Portugal,France,À conserver au réfrigérateur entre 0°C et 4°C,À réchauffer 3 minutes au micro-ondes,10/5/2025,4771611489770,www.coca-cola.com,contact@coca-cola.com
1056,Lu pizza,Lu,Surgelés,Pizza,Film plastique,1949g,,94.0 kcal,720.9 kJ,,11.4g,11.2g,,70.5mg,45.1g,12.8g,15.1g,11.8g,29.2g,4.1g,766.7mg,,5.1mg,,0.9mg,823.1µg,,7.6µg,0.3mg,0.6mg,7.1mg,1.0mg,1.1µg,5.4mg,49.1µg,2.3g,3.8g,"Ingrédient32 (24.5%), Ingrédient38 (26.0%), Ingrédient20 (11.7%), Ingrédient42 (23.0%), Ingrédient46 (49.9%), Ingrédient1 (31.2%), Ingrédient37 (45.4%), Ingrédient26 (15.1%), Ingrédient9 (13.6%), Ingrédient1 (10.5%)","E440, E440, E120, E160",Lupin,AB,Belgique,Espagne,À conserver dans un endroit frais et sec,À cuire 20 minutes au four à 180°C,12/5/2025,5646045729570,www.lu.com,contact@lu.com
1057,Auchan - Standard spécial,Auchan,Soupes,Standard,Barquette sous vide,103g,,571.7 kcal,1998.4 kJ,,4.1g,,1.0g,12.3mg,53.4g,14.2g,,14.8g,24.3g,3.7g,236.8mg,464.8mg,5.8mg,63.3mg,3.2mg,641.5µg,17.4mg,8.4µg,,1.9mg,12.3mg,0.7mg,0.8µg,,60.7µg,0.9g,5.9g,"Ingrédient46 (6.6%), Ingrédient11 (19.9%), Ingrédient28 (22.1%), Ingrédient14 (22.5%), Ingrédient35 (3.2%), Ingrédient1 (13.9%), Ingrédient27 (1.4%), Ingrédient37 (40.7%)","E500, E102, E160, E200","Lait, Œufs, Fruits à coque",,France,Suisse,À conserver à l'abri de la lumière et de l'humidité,À cuire 20 minutes au four à 180°C,10/1/2025,5267580397807,www.auchan.com,contact@auchan.com
1058,Le standard Carrefour,Carrefour,Épices,Standard,Bouteille verre,1170g,,,1531.1 kJ,13.5g,,9.6g,4.0g,47.7mg,,11.1g,,9.7g,,1.2g,,495.3mg,7.7mg,,0.4mg,901.8µg,,4.5µg,0.9mg,1.7mg,9.5mg,1.2mg,0.4µg,,52.6µg,2.8g,3.7g,"Ingrédient22 (44.0%), Ingrédient30 (25.0%), Ingrédient37 (47.0%), Ingrédient17 (38.6%), Ingrédient40 (18.1%), Ingrédient18 (36.0%), Ingrédient8 (15.2%), Ingrédient27 (46.0%)","E306, E150, E202, E104, E104",,,Suisse,Pays-Bas,À conserver dans un endroit frais et sec,Cuire à l'eau bouillante pendant 10 minutes,30/3/2025,1839718729169,www.carrefour.com,contact@carrefour.com
1059,Lidl jus,Lidl,Boissons,Jus,Bouteille plastique,,5.1L,,2114.7 kJ,38.7g,6.8g,8.5g,0.7g,,35.7g,11.6g,28.5g,3.1g,17.3g,0.2g,,,4.6mg,64.0mg,4.7mg,245.8µg,66.0mg,11.1µg,0.7mg,1.9mg,16.6mg,1.7mg,2.3µg,14.4mg,37.5µg,2.9g,0.2g,"Ingrédient28 (33.5%), Ingrédient36 (25.7%), Ingrédient12 (37.1%), Ingrédient38 (5.9%), Ingrédient34 (20.7%), Ingrédient33 (11.0%), Ingrédient14 (11.7%), Ingrédient50 (42.7%)",E330,"Lupin, Céleri","Kasher, Sans gluten",Allemagne,Belgique,À conserver dans un endroit frais et sec,À réchauffer 3 minutes au micro-ondes,8/11/2025,5448585686052,www.lidl.com,contact@lidl.com
1060,Evian chips premium,Evian,Snacks,Chips,Conserve,317g,,,1660.5 kJ,8.9g,14.5g,9.3g,,20.6mg,69.8g,29.0g,,11.5g,13.4g,4.1g,723.7mg,311.2mg,12.2mg,10.0mg,2.5mg,891.6µg,0.7mg,12.8µg,,,7.8mg,,,4.7mg,42.7µg,0.4g,0.6g,"Ingrédient33 (18.7%), Ingrédient17 (13.6%), Ingrédient48 (13.4%), Ingrédient11 (1.4%), Ingrédient17 (10.8%)","E211, E211, E202, E160","Fruits à coque, Crustacés","Sans gluten, AB",Grèce,Suisse,À conserver à l'abri de la lumière et de l'humidité,À décongeler avant consommation,18/6/2025,1699879090272,www.evian.com,contact@evian.com
1061,Le standard Auchan,Auchan,Pâtes,Standard,Barquette sous vide,,,389.0 kcal,489.6 kJ,,3.4g,14.7g,2.9g,37.7mg,60.8g,13.6g,1.5g,3.5g,26.5g,,67.0mg,352.3mg,12.7mg,32.4mg,1.5mg,52.4µg,84.2mg,6.7µg,1.9mg,0.3mg,17.4mg,0.8mg,4.7µg,14.2mg,57.7µg,,,"Ingrédient3 (43.6%), Ingrédient11 (36.8%), Ingrédient48 (36.3%), Ingrédient48 (28.1%), Ingrédient47 (4.6%), Ingrédient5 (41.4%), Ingrédient48 (48.6%), Ingrédient42 (18.9%), Ingrédient35 (11.9%), Ingrédient18 (12.6%), Ingrédient32 (19.2%), Ingrédient30 (29.8%), Ingrédient13 (34.7%)","E101, E471, E104, E330, E330","Lupin, Crustacés, Lupin",Halal,France,Italie,À conserver au réfrigérateur entre 0°C et 4°C,Cuire à l'eau bouillante pendant 10 minutes,1/12/2025,7372545861928,www.auchan.com,contact@auchan.com
1062,Knorr - Standard spécial,Knorr,Confiseries,Standard,Bouteille plastique,,4.0L,178.4 kcal,2221.9 kJ,35.8g,16.3g,,7.7g,45.8mg,19.3g,33.4g,25.2g,13.5g,18.7g,3.9g,652.6mg,378.4mg,1.8mg,50.8mg,,,40.1mg,,1.8mg,1.8mg,0.0mg,0.7mg,3.5µg,0.7mg,7.7µg,2.4g,1.0g,"Ingrédient31 (11.1%), Ingrédient13 (1.7%), Ingrédient26 (2.9%), Ingrédient1 (39.6%), Ingrédient19 (5.2%), Ingrédient11 (44.1%), Ingrédient28 (49.2%), Ingrédient5 (8.2%), Ingrédient8 (31.4%), Ingrédient30 (27.3%), Ingrédient16 (23.5%), Ingrédient19 (16.2%), Ingrédient31 (43.7%), Ingrédient40 (32.7%), Ingrédient18 (25.0%)","E306, E160, E150, E110, E200",Céleri,"Kasher, Halal",Pays-Bas,Royaume-Uni,À conserver au réfrigérateur entre 0°C et 4°C,À diluer dans de l'eau,16/9/2025,9480509583908,www.knorr.com,contact@knorr.com
1063,Le charcuterie Auchan,Auchan,Viandes,Charcuterie,Bouteille verre,457g,,229.0 kcal,449.9 kJ,38.0g,10.6g,6.1g,3.4g,77.4mg,,,,,9.8g,2.9g,582.5mg,,3.8mg,,2.9mg,461.7µg,,,0.7mg,1.7mg,1.5mg,0.6mg,3.6µg,1.8mg,11.4µg,0.4g,1.5g,"Ingrédient6 (38.1%), Ingrédient17 (29.6%), Ingrédient40 (45.8%), Ingrédient13 (42.6%), Ingrédient34 (17.8%)",E202,"Lait, Poisson","Sans gluten, Kasher",Espagne,Pays-Bas,À conserver à l'abri de la lumière et de l'humidité,Prêt à consommer,30/7/2025,4645385871293,www.auchan.com,contact@auchan.com
1064,Le standard Barilla,Barilla,Riz,Standard,Conserve,,4.0L,,1049.0 kJ,15.5g,19.7g,9.2g,4.0g,84.6mg,74.5g,38.5g,9.4g,11.2g,,,,98.1mg,2.8mg,64.4mg,3.2mg,,59.3mg,,,0.1mg,15.9mg,1.4mg,2.9µg,,78.7µg,2.8g,2.6g,"Ingrédient39 (14.7%), Ingrédient49 (49.4%), Ingrédient20 (41.1%), Ingrédient24 (2.9%), Ingrédient42 (23.2%), Ingrédient33 (27.0%), Ingrédient33 (33.7%), Ingrédient43 (13.7%), Ingrédient43 (20.9%), Ingrédient20 (4.6%), Ingrédient30 (47.5%), Ingrédient32 (20.4%), Ingrédient11 (33.9%), Ingrédient30 (17.4%)",E110,"Sésame, Lait, Soja",Label Rouge,Espagne,Royaume-Uni,À conserver à température ambiante,Prêt à consommer,15/4/2025,7455402975109,www.barilla.com,contact@barilla.com
